Statement	Count	# unique files
data_out['Salutation'] = data_out['Salutation'].replace('Mme', 'Mrs')	1	1
"df_male_class[""Age""].median()"	1	1
data.loc[data['companions']>0,'alone']=1 # 1 represent individual not alone	1	1
train_df.drop(['PassengerId'],axis=1)	1	1
titanic_df['FamilyClass'] = titanic_df['FamilySize'].apply(family_class)	1	1
df_test['Age'] = df_test['Age'].astype(int)	1	1
test['Port']	1	1
data['Fare_code'] = encoder.fit_transform(data['FareBin'])	1	1
test_X['Pclass'] = test_X['Pclass'].map(p)	1	1
train_df['Embarked'].replace(['S','C','Q'],[0,1,2],inplace=True)	1	1
train_df['Age_bin'].head()	1	1
ax[0].hist(train_data[train_data.Embarked == 'C'].Fare, bins=10)	1	1
"train_df.drop(""Cabin"",axis=1,inplace=True)"	1	1
train_set.drop(['CategoricalAge', 'CategoricalFare'], axis = 1)	1	1
second_class.loc[second_class['Survived'] == 0].shape[0], second_class.loc[second_class['Survived'] == 1].shape[0]	1	1
dataset.loc[(train['Age'] > 60) & (train['Age'] <= 70), 'AgeGroup'] = 8	1	1
predictions.append(m['Model'].predict(x_normalized))	1	1
pd.pivot_table(df_train, index = ['Ageband'],values = 'Survived',columns=['Sex'])	1	1
"dataset[""Fsize""].replace(to_replace = [2], value = 'Small', inplace = True)"	1	1
np.mean(dtc_scores)	1	1
drop_elementsONS.append('isCabinLetters')	1	1
df_train[['Parch', 'Survived']].groupby(['Parch']).mean()	1	1
train['Pclass'][train['Pclass'] == 3].count()	1	1
train_test.groupby('Initial')['Age'].mean()	1	1
train['title'] = train.Name.str.extract('\, ([A-Z][^ ]*\.)',expand=False)	1	1
np.where(training_set['Age'] <= 20, 1, 0)	1	1
df_comb['TimeTravelled'] = np.where(dataset_filter_1, 4, df_comb['TimeTravelled'].values)	1	1
train.shape, test.shape, combined.shape	1	1
Each_Passenger.loc[(Each_Passenger['Parch'] > 4) & (Each_Passenger['Parch'] > 4), 'Parch'];	1	1
"train[""Embarked""], uniques = pd.factorize(train[""Embarked""])"	1	1
df[['Age','Fare', 'Family', 'Pclass']]	1	1
submission_df.to_csv('feature_engineering.csv', index=False)	1	1
df.drop(['PassengerId','NumFamily','Name', 'Sex'], axis=1)	1	1
tr['Title'] =tr['Title'].replace('Master',4)	1	1
train_df['People'] = train_df[['Age','Sex']].apply(people, axis=1)	1	1
test_data.drop(['Name','Ticket','Cabin','Fare','PassengerId'],axis=1)	1	1
evaluation_temp.append(accuracy)	1	1
data.drop(['Age', 'Fare'], inplace=True, axis=1)	1	1
test_dataset.loc[(test_dataset['Age'].isnull()) & (test_dataset['Title']=='Master'),'Age'] = 8	1	1
numerical_columns.append('Age_pred')	1	1
test_preds.eval()	1	1
data_df['Age'].median()	1	1
comb['Ticket'] = comb['Ticket'].apply(lambda x: x.replace('.','').replace('/','').lower())	1	1
Model.append('GridSearchCV')	1	1
data_train.loc[:,['Survived','Pclass']].groupby(['Pclass']).count()	1	1
new_dataFrame['Age'] = data.Age.fillna(data.Age.mean())	1	1
titanic_train_dataset['CategoricalFarePerPerson'] = pd.qcut(titanic_train_dataset['FarePerPerson'], q = 4)	1	1
dataset['FarePP'] = (dataset['Fare'] / (dataset['SibSp'] + dataset['Parch'] + 1)).round().astype(int)	1	1
join_data['Name'].iloc[10]	1	1
data['Surname_Count'] = data.apply( lambda x:  surname_count_dict.get(x.Surname), axis = 1)	1	1
deck.sort_values(['deck'])	1	1
axes[1].set(xlabel='Fare', ylabel='')	1	1
df['Fare_log'] = np.log(df['Fare'] + 1)	1	1
titanic['FamSize'] = titanic['SibSp'] + titanic['Parch']	1	1
dataset.loc[ dataset['Fare'] > 24.288, 'Fare'] = 3	1	1
scores.append([c[0], score])	1	1
ensemble_pred.append(y_pred)	1	1
"train[""Name""] = le.fit_transform(train[""Name""].fillna('0'))"	1	1
combined_df['Deck'] = combined_df['Cabin'].apply(lambda x: x[0])	1	1
"train['toddler'] = train[""Age""].apply(lambda i: 1 if i <= 6 else 0)"	1	1
axes[1].hist(input_df['Age'], bins=25)	1	1
dfTrain.fillna(dfTrain.mean(), inplace=True)	1	1
test.drop('training_set', axis=1)	1	1
dataset['Embarked'] = dataset['Embarked'].fillna(value=3)	1	1
train.loc[train.Embarked.isnull(),'Embarked'] = train.Embarked.mode()	1	1
df.loc[(df['Fare']>14.454)&(df['Fare']<=31),'Fare_cat']=3	1	1
pd.isnull(avg_age):	1	1
"data.groupby(""Name"").size()"	1	1
data['Embarked'] = data['Embarked'].map(ports)	1	1
temp.iloc[:] = np.arange(len(temp))	1	1
spines['top'].set_visible(False)	1	1
test.drop(['Ticket','Cabin'],axis = 1);	1	1
scores.append( best_logit.score(X_test, y_test) )	1	1
np.min(data[:,i]), np.max(data[:,i])	1	1
"result.to_csv(""gaussian.csv"", index=False)"	1	1
axes.boxplot(age_sal_grouped, patch_artist=True)	1	1
test['sex_T'] = raw_test['sex_T']	1	1
titanic_full_train.describe(include='all')	1	1
"_df[""title""]         = _df[""_name""].apply(lambda i : i[1])"	1	1
tr_df[['Sex', 'Age', 'SibSp', 'Parch','Fare', 'Mr', 'Mrs', 'other', 'Q', 'S',2,3]]	1	1
"df_female.groupby(""Embarked"").get_group(port)[""Pclass""].value_counts()"	1	1
submission.to_csv('titanic_keras_cs.csv', index=False)	1	1
df.groupby('key2').transform(demean)	1	1
titanic['Name'] = df_train['Name']	1	1
concat_set['Age'].isnull().sum()	1	1
train.drop(labels='Cabin',inplace=True,axis=1)	1	1
df['GrpSize2'] = df['GrpSize2'].astype(str) #convert from category dtype	1	1
test.loc[(test['Fare']>350) & (test['Fare']<=400),'FareCategorical'] = 7	1	1
"factors[""c_pre""]=1"	1	1
"df[""Ticket_Prfx""] = extracted_tk_pref"	1	1
dt_train.drop('Age', axis=1, inplace=True)	1	1
cabin.head(10)	1	1
titanic_dmy.tail()	1	1
DataSetGender.isnull().sum()	1	1
"titanic_train[""Name""].value_counts()"	1	1
train.drop(columns=['Survived'], inplace=False).as_matrix()	1	1
df_all['Family_size'] = df_all['Parch'] + df_all['SibSp']	1	1
X2['Age'][i] = age_avg	1	1
score.append(svc.score(X_train, y_train))	1	1
train_d.drop(columns={'Name','Ticket','Fare','Cabin','Embarked','Parch','SibSp'})	1	1
df.pivot(index=index, columns=columns, values=values)	1	1
dataset['FareBand'], fare_bins = pd.qcut(dataset['PassengerFare'], num_fare_bins, retbins=True)	1	1
dataset[['FareBand','Survived']].groupby(['FareBand'],as_index=False).mean()	1	1
train_df_raw.copy()	1	1
aged_df['Survived'].mean()	1	1
X.loc[:,'Fare'].max(axis=0)	1	1
test_df['Embarked'] = pd.Categorical(test_df['Embarked'])	1	1
titanic_df[['Age', 'Fare']] = std_scale.transform(titanic_df[['Age', 'Fare']])	1	1
"test[""Cabin""][test[""Cabin""] == ""A""] = 0"	1	1
test['Title'].replace(['Mme'], 'Mrs', inplace=True)	1	1
data.surname_Moor.astype('category')	1	1
x.drop(['PassengerId','Survived','Name','Ticket'],axis=1)	1	1
df['income']=df['apts']*2+df['apts2']*1.5+df['bonus']	1	1
dataset['Title'] = dataset['Title'].replace('Master', 1)	1	1
all_predictions.append(run_algorithms(train, test, titanic))	1	1
df_result.shape	1	1
train.iloc[:n_valid_rows].copy()	1	1
"test[""Embarked""].loc[test[""Embarked""] == ""Q""] = 2"	1	1
data['Age'] = data['Age'].fillna(0)	1	1
df_train.drop(['Survived'], axis = 1)	1	1
"data[""Title""] = data[""Title""].replace(['Lady', 'the Countess','Countess','Capt', 'Col','Don', 'Dr', 'Major', 'Rev', 'Sir', 'Jonkheer', 'Dona'], 'Rare')"	1	1
train_X['Survived']	1	1
manData['Age'].fillna(medianManAge, inplace=True, axis=0)	1	1
SurvivedFareData['Fare'].mean()	1	1
age_rd['Age']=age_rd['Age'].apply(lambda x: 10*(x//10))	1	1
train['name_category'].value_counts()	1	1
"train[""Sex""] = train[""Sex""].apply(lambda x: target[x])"	1	1
"test.loc[test[""Sex""] == ""female"", ""sex_c""] = ""1"""	1	1
X_val_ch['Survived_pred'] = y_pred_val	1	1
df_test_output.to_csv('baseline_titanic_procedure.csv', index = False)	1	1
test_data['Cabin'].apply(lambda x: len(str(x)))	1	1
test.dropna()	1	1
axes[0].set_title('Family Size counts')	1	1
dataset.loc[ dataset['Age'] > 64, 'Age'] = 6	1	1
one_hot.add_prefix(col)	1	1
data.loc[(data.passenger_fare<6.237) & (data.passenger_fare>=0.0) & (data.Pclass==3) & (data.Cabin=='N999'), 'Cabin_Letter'] =  data[(data.passenger_fare<6.237) & (data.passenger_fare>=0.0) & (data.Pclass==3) & (data.Cabin!='N999')].Cabin_Letter.mode()[0]	1	1
"new_df[""Fare""] = normalize( new_df[""Fare""] )"	1	1
importances.sort_values(by='importance', ascending=False)	1	1
"dat[""Age""] = pd.cut(dat[""Age""],[-2,0,6,18,25,50,100],labels=False)"	1	1
titanic_train.drop(titanic_train.columns[[3,8]], axis=1)# The name column is not really going to help in predicting, so droping it from the dataframe.	1	1
df.describe(include=['object', 'category']).T	1	1
X_full['Sex'] = full['Sex'].map( {'female': 1, 'male': 0} )	1	1
class_group.agg(['sum', 'count'])['Survived']	1	1
col_short.append(col)	1	1
data.Parch.astype(float)	1	1
"test_df[""YourCoin""].tail(5)"	1	1
full['TicketFare'].quantile(quantile_list)	1	1
train_80['Survived']	1	1
X_test['Age'] = X_test['Age'].fillna(X_train['Age'].median())	1	1
df_train[['Sex', 'Survived']].groupby(['Sex'], as_index=True).mean().plot.bar(ax=ax[0])	1	1
"res_df.to_csv(""submission_draft.csv"",index=False)"	1	1
train.drop(['Name','Ticket'],axis=1,inplace=True)#axis=1 drops a col. default drops rows.	1	1
plt.hist(data[data['Survived'] == 1].Sex, color = 'r', alpha = 0.4, label = 'after')	1	1
merged.loc[merged['Group'] == 'Masters in Pclass 1&2 or small families', 'Predict'] = 1	1	1
full_dataset.drop(['Name'],axis=1,inplace=True)	1	1
"age_did_not_survive.plot.hist(fc=(1, 0, 0, 0.5), normed=1, label=""Did not Survive"")"	1	1
trainData.dtypes	1	1
train_df.drop(['Name','Ticket','Survived','PassengerId'],axis=1)	1	1
combined_data['Fare'] = combined_data.apply(lambda row: fill_fare(row) if np.isnan(row['Fare']) else row['Fare'], axis=1)	1	1
data_replaced_ages.loc[data_replaced_ages['Cabin'].notna(), 'Cabin_Status'] = 1	1	1
df.iloc[891:,:].drop('Survived',axis=1)	1	1
"train_data[[""Age"", ""Survived""]].groupby(['Age'],as_index=False).sum()"	1	1
cabin[0]=='A'	1	1
train_df0.groupby('Pclass').count()	1	1
titanic['IsCabin'].value_counts()  # Calculate values in 'IsCabin' feature	1	1
data.loc[data.Cabin.str[0] == 'T', 'Cabin'] = 8	1	1
survived_data.loc[survived_data['Sex']=='female',:]	1	1
df.loc[((df.Cabin == 0) & (df.Pclass == 3)) , 'Ca_Cl'] = 3 #poor no cabin	1	1
"df_titanic['Title'] = df_titanic[""Title""].astype(int)"	1	1
train['Person'] = train[['Age', 'Sex']].apply(check_child, axis=1)	1	1
df.groupby('A')['B'].mean()	1	1
df2['FamilyAllDied'] = 0	1	1
test_ds['Embarked']= test_ds['Embarked'].map({'C': 0, 'Q': 1, 'S': 2}).astype(int)	1	1
dataset['Title'] = pd.Series(title)	1	1
ada_rfecv.transform(ada_rfecv_train)	1	1
submission.to_csv('final_submission.csv', index=False)	1	1
"df_tmp.loc[df_tmp.TicketGroupSize == 1, ""Survived""] = df_tmp[""s_wo_tgs""]"	1	1
app_train.align(app_test,join='inner', axis = 1)	1	1
plt.hist(train_data.Survived[pd.Categorical(train_data.Embarked).codes==0], color = 'red', label='')	1	1
died_class_1.shape[0]	1	1
data_frame['SmallFamily'] = data_frame['FamilySize'].map(lambda s: 1 if 2<=s<=4 else 0)	1	1
"train[[""Cabin"", ""Survived""]].groupby(['Cabin'], as_index=False).sum().sort_values(by='Survived', ascending=False)"	1	1
train_df.groupby(['Sex','Embarked'])['Survived'].sum()	1	1
"training[""Age""] = scaler.fit_transform(ages_train)"	1	1
dataset['Name'] = dataset['Name'].replace(['Lady', 'Countess','Capt', 'Col','Don', 'Dr', 'Major', 'Rev', 'Sir', 'Jonkheer', 'Dona'], 'Rare')	1	1
new_train_data.values	1	1
data_train['Embarked'].loc[data_train['Survived']==1].value_counts()	1	1
df.pivot_table(values = 'Survived', index = 'Embarked').Survived.plot.bar()	1	1
df3['Sex']	1	1
train.drop('Ticket', axis = 1, inplace = True)	1	1
attr.Fare.fillna(attr.Fare.median(skipna=True))	1	1
"_df[""name_count""] = _df.name_last.apply(lambda i : name_count[i])"	1	1
df['mean'] = data.mean(axis=1)	1	1
axes[9].cla()	1	1
gender_submissionData['Survived'] = pd.DataFrame(predictions)	1	1
agetestdf['Age']=  regr.predict(ageX_test)	1	1
"train_d['Title'][i]=(train_d['Name'][i].split("","")[1]).split(""."")[0]"	1	1
p_s.loc[ (p_s['Pclass']==1) & (p_s['Age'] < 18) ,'Survived']=1 # set 1st children survive to 1	1	1
dataset.loc[(dataset['Age']>32)&(dataset['Age']<=48),'Age_band']=2	1	1
df['Prediction'] = cls_random.predict(df.loc[:, ['Fare', 'Cabin', 'Sex', 'Age', 'M1_xgboost', 'M2_ada', 'M3_gradient']])	1	1
scaler.transform(age_fare_test)	1	1
y_tr.values.reshape(y_tr.shape[0], 1)	1	1
all_data['Title'].unique()	1	1
"data[""Sex""] == 0"	1	1
"data[""Sex""] == 1"	1	1
train_data_df.drop('Survived',axis=1).append(test_data)	1	1
titanic_test_df.Age.loc[titanic_test_df['Title'] == 'Mr'] = titanic_test_df.Age.fillna(titanic_test_df[(titanic_test_df['Title'] == 'Mr')]['Age'].mean())	1	1
data.drop(data_numerical.columns, axis=1)	1	1
data['Survived'].value_counts().plot.pie(explode=[0,0.1],autopct='%1.2f%%',ax=ax[0],shadow=True,colors = ['#96D38C', '#FEBFB3'])	1	1
submission.to_csv('./my_first_submission_2.csv', index=False)	1	1
train_set.groupby('Pclass').mean()['Fare'].plot(kind='bar', figsize=(12, 7), ax = ax);	1	1
test.isna().any()	1	1
accuracy_df.loc[k, 'Param1'] = clf.best_params_['n_estimators']	1	1
scores_v3.append(acc.mean())	1	1
test.loc[(test['Sex'] == 0) & (test['isAlone'] == 0), 'gender_alone'] = 2	1	1
"train.loc[i,""Last Name""] = l[2].strip()"	1	1
pred.eq(target.data.view_as(pred)).sum()	1	1
trainSet['Survived'][trainSet['Sex'] == 'female'].value_counts()	1	1
age[['Age_Categorized_Guess', 'Survived']].groupby(['Age_Categorized_Guess'], as_index=False).mean().sort_values(by='Age_Categorized_Guess', ascending=True)	1	1
full_data['Sex'] = full_data['Sex'].astype('category')	1	1
df.Name.head(10)	1	1
dataset['Fare'] = dataset['Fare'].fillna(dataset_train['Fare'].median())	1	1
titanic['Age'][(male)&(Pclass1)&Family3] = titanic['Age'][(male)&(Pclass1)&Family3].fillna(30)	1	1
titanic_df.groupby('Salutation').mean()	1	1
train[['SibSp','Survived']].groupby(['SibSp'],as_index=False).mean().sort_values('Survived',ascending=False)	1	1
data.Fare.hist(bins=50)	1	1
my_pipeline.transform(X_test_num)	1	1
Df['PREULT'].plot(figsize=(10,5))	1	1
"dataset.loc[dataset[""Title""] == ""Master"", ""Title""] = 3"	1	1
reviews['points'].plot.hist()	1	1
df[['Sex','SibSp','Parch','Fare','Age','Embarked']]	1	1
dataframe.loc[dataframe['Age'].notnull(),features]	1	1
X_train1['Sex']	1	1
final_score_gs.append(model_1.score(x_te, y_te))	1	1
"data.groupby(data[""TitleClean""]).size()"	1	1
"train_data.loc[train_data[""Pclass""] == 2, ""PclassTwo""] = 1"	1	1
train.at[i, 'Sex'] = 1	1	1
train.at[i, 'Sex'] = 0	1	1
"train_df.drop([""Cabin"", ""Ticket""], axis = 1)"	1	1
X.loc[(X['Fare Group'] > 14.454) & (X['Fare Group'] <= 31), 'Fare Group']   = 2	1	1
"train_data[""Sex""].replace([""male"",""female""], [1,0], inplace=True)"	1	1
encSex.transform(train.Sex.values.reshape(-1,1))	1	1
melb_data.describe()	1	1
loadedPipelineModel.transform(test_df)	1	1
X['Age'].fillna(X['Age'].mean(), inplace = True)	1	1
Submission.to_csv('tunedensemblesubmission04.csv',sep=',')	1	1
train.join(pclass_frame)	1	1
y_train.plot.hist(alpha=0.75)	1	1
"dataset[""Age""].fillna(dataset.groupby(""Title"")[""Age""].transform(""mean""),inplace= True)"	1	1
"testdat.drop(""Parch"",axis=1,inplace=True)"	1	1
"train_data_test.drop(""Survived"",axis=1)"	1	1
data_titanic_mod1.replace(col_del1, 1)	1	1
df['Fare_ind'] = df['Fare_ind'].fillna(df['Fare_ind'].dropna().median()).apply(lambda x: np.log(x) if x > 0 else 0)	1	1
y.shape = (m, 1)	1	1
predictors_test.isnull().sum()	1	1
"train_data[""CabinLetterB""] = 0"	1	1
df.loc[df['Family'] >= 1, 'HasFamily'] = 1	1	1
"nn_submit_dataframe[""Survived""] = nn_test_Y"	1	1
trainPCA2['11'] = trainPCA['Pclass2']	1	1
training_set['Age'] = training_set.Age.fillna(training_stats.loc['mean', 'Age'])	1	1
df_full.loc[mask_group & mask_noage, 'Age'] = median	1	1
pred_table_lr_2_test.drop('Prob',axis=1)	1	1
dataset['FareBand'] = pd.cut(dataset['Fare'], bins=[0, 8, 15, 32, 100, 600], labels=['Very Low', 'Low', 'Medium', 'High', 'Very High'])	1	1
data['Title'] = data.Title.astype(int)	1	1
train.pivot_table(index='Parch', columns='Survived', aggfunc='count').Age	1	1
data['name_title'] = data['Name'].apply(lambda x: x.split(',')[1] if len(x.split(',')) > 1 else x.split(',')[0]).apply(lambda x: x.split()[0])	1	1
"df_test[""Fare""] = df_test[""Fare""].fillna(df_train[""Fare""].mean())"	1	1
all_data.loc[(all_data['Age'] > 32) & (all_data['Age'] <= 48), 'Age'] = 2	1	1
"data[""Sex""] = data[""Sex""].map({""female"": 1, ""male"": 0})"	1	1
df_data['Has_Age'] = df_data['Age'].isnull().map(lambda x : 0 if x == True else 1)	1	1
dataset['Title'] = dataset['Title'].replace(['Lady', 'Countess','Capt', 'Col',     'Don', 'Dr', 'Major', 'Rev', 'Sir', 'Jonkheer', 'Dona'], 'Rare')	1	1
test_df.drop(['Name','Ticket','Cabin'], axis=1)	1	1
train['Age'].fillna((train['Age'].median()), inplace=True)	1	1
data['Deck'] = data['Cabin'].astype(str).str[0]	1	1
"train[""Ticket""][train[""FamilyMembers""]==10].iloc[0]"	1	1
"train_df[""percentage""]=train_df[""percentage""].astype(""float64"")"	1	1
models['set1']['cat_attrs'] = ['Pclass', 'Sex', 'Deck', 'Cabin_bool']	1	1
perf.append(getMetrics(y_test, y_pred, 'Random Forests'))	1	1
df.iloc[:891]	1	1
"train[[""mrs"", ""Survived""]].groupby(['mrs'],as_index=False).mean()"	1	1
a.append(pd.Series(metrics.accuracy_score(prediction, test_Y)))	1	1
all_data.Age.shape[0] - num_nona  # 空值个数	1	1
titanic_train_dataset[['Age']].describe()    #Re-Check that we have fill all of missing data	1	1
titanic[['PassengerId','Pclass','Name','Sex','Age','SibSp','Parch','Ticket','Fare','Cabin','Embarked','Survived']]	1	1
model.add(Dense(64, input_dim=X.shape[1], kernel_initializer='normal', activation='relu'))	1	1
"submission.to_csv(""titanic_submission.csv"",index=False)"	1	1
"df.drop([""Survived"",""Ticket_No"",""Fare"",""Age""],axis=1)"	1	1
submission.to_csv('Titanic Submission.csv', index = False)	1	1
test_dataset['Title'] = test_dataset['Title'].replace('Ms','Miss')	1	1
"all_df['Name'].apply(lambda x: str.split(x, "","")[0])"	1	1
df['Title'] = df['Title'].apply(lambda x: 'Noble_Lady' if x in ['Dona', 'Lady', 'the Countess', 'the'] else x)	1	1
df.loc[i, 'Ticket']	1	1
sex_val_xt.div(sex_val_xt.sum(1).astype(float), axis=0)	1	1
dataset['Cabin'] = dataset['Cabin'].fillna(0)	1	1
"train[""Embarked_1""] = train[""Embarked""] == 'C'"	1	1
raw_test['Title'] = raw_test['Title'].replace('Mlle', 'Miss')	1	1
data['SortFare_2'] = 0	1	1
plt.hist(ageHasNoSibs)	1	1
train.describe() #Numeric	1	1
df_full['Title'] = df_full['Title'].replace('Ms', 'Miss')	1	1
df['Deck'] = df['Cabin'].apply(getdeck)	1	1
res_df_solver_max_iter['Val_acc_'+solver_list[i]] ,	1	1
testing_set.drop(['PassengerId','Name','Ticket'], axis=1)	1	1
"test_df[""Title""] = test_df[""Name""].apply(title_mapper)"	1	1
train_one_hot_encoded.shape	1	1
original_test['Age'].replace(np.nan, age_mean, inplace=True)	1	1
train['TitleEn'] = train['Title'].map(lambda x : title_mapping(x))	1	1
"dataset[""Title""] = dataset[""Title""].replace(""Lady"", ""Mrs"")"	1	1
training_data['Title'] = training_data['Name'].apply(lambda x: x.split(',')[1]).apply(lambda x: x.split()[0])	1	1
test.loc[(np.isnan(test['Age'])) & (test['Title'] == row['Title']), 'Age'] = np.random.randint(row['Low'], row['High'], size = count_nan_test)	1	1
dataset_df[['Age','Title']].groupby('Title').median().values	1	1
submit.to_csv('submission.csv', index=False)	1	1
train.corr(), cmap=plt.cm.bwr, annot=True,	1	1
train_df[['FamilySurvival', 'Survived']].groupby(['FamilySurvival'], as_index=False).mean()	1	1
data_test.Sex.replace(['male', 'female'], [0, 1], inplace=True)	1	1
train.Embarked.dropna().value_counts().index[0]	1	1
classifier.add(keras.layers.Dense(units = 8, kernel_initializer = 'lecun_uniform', activation = 'relu'))	1	1
"train['Cabin'].fillna(train.groupby(""Pclass"")[""Cabin""].transform(""median""), inplace=True)"	1	1
df['Age'].iloc[i] = age_med	1	1
