Statement	Count	# unique files
combi$Fare[1044] <- median(combi[combi$Pclass == '3' & combi$Embarked == 'S', ]$Fare, na.rm = TRUE)	1	1
mergedData$Name <- NULL	1	1
findInterval(x, sort(quantile(x, (1:n) * (1/n) - (1/n), na.rm=TRUE)))	1	1
combi$FamilySize <- 0	1	1
full$Sex <- factor(full$Sex)	1	1
test_boost <- rep(0, nrow(test))	1	1
Xtestset$Embarked<-as.numeric(Xtestset$Embarked)	1	1
test$Title <- as.factor(test$Title)	1	1
combi$MenWithMoreRel <- 0	1	1
levels(Titanic_train$Pclass) <- c('Upper', 'Middle', 'Lower')	1	1
knn_train$Cabin = NULL	1	1
test.nn = data.table(test)	1	1
data[!is.na(data$Embarked),]	1	1
test_data=test_data[,-c(2)]	1	1
ib <- which(is.na(test_data$Fare))	1	1
"full$Ticket_Num <- sapply(full$Ticket, FUN=function(x) {ifelse(str_detect(x, "" ""),str_split(x, "" "")[[1]][2], as.character(x))})"	1	1
"test_model<-full[892:1309,c(""Survived"",""Age"",""Sex"",""Family_count"",""Family_size_ratio"",""Fare"",""title"")]"	1	1
"testset$Fare[153] <- median(Fare_impute_df$Fare[Fare_impute_df$Pclass == 3 & Fare_impute_df$Embarked == ""S""], na.rm=TRUE)"	1	1
"data.clean$Age < 40, ""30 ~ 39"","	1	1
test=read.table('../input/test.csv', sep=',', header=T)	1	1
combine$fare.fill<-combine$Fare	1	1
aggregate(Survived ~ Child + Sex, data=train, FUN=function(x) {sum(x)/length(x)})	1	1
"full[is.na(full$Age) & full$Title == ""Ms"", ]$Age <-age_by_title[age_by_title$Title== ""Ms"", ]$Age"	1	1
summary(test1$Survived)	1	1
train$Title[train$Title == 'Mme'] = 'Mrs'	1	1
full_data[,i]=as.factor(full_data[,i])	1	1
dim(Titanic_data)	1	1
full$Fsize <- full$SibSp + full$Parch +1	1	1
summary(SVMmodel) # view results	1	1
train_data[is.na(train_data$Embarked),]$Embarked <- 'C'	1	1
embark_fare = full %>% filter(PassengerId !=62 & PassengerId !=830)	1	1
trn_m = merge(trn_m,cab_occupancy, by = 'Cabin')	1	1
"trainset <- read.csv('../input/train.csv', na.strings=c("""", ""NA""), sep="","", header=TRUE, stringsAsFactors = FALSE)"	1	1
fullComb$Title <- sapply(fullComb$Name, FUN=function(x) {strsplit(x, split='[,.]')[[1]][2]})	1	1
spacing <- diff(c(0*diff(y.range),0.9*diff(y.range)))/lyr	1	1
"respondVar <- c(""Survived"")"	1	1
"colnames(member) <- c(""from"", ""to"")"	1	1
cat('\nOptimal Number of Variables sampled per split: ', mtry)	1	1
"test$Cabin[which(!test$Cabin=="""")]<-1"	1	1
ynew = as.numeric(predict(mod, newdata = Xtest))	1	1
miss.alone <- miss[which(miss$SibSp==0 &miss$Parch == 0),]	1	1
strsplit(x, split = '[,.]')[[1]][1]	1	1
pred_class <- ifelse(predictions> 0.5, 1, 0)	1	1
train_tbl_with_age <- filter(train_tbl, !is.na(Age))	1	1
Age = if_else(is.na(Age),mean(Age,na.rm = TRUE),Age),	1	1
"filter(Embarked != """") %>%"	1	1
doe = doe[!duplicated(doe),]	1	1
train$Surname <- gsub(',.*', '', train$Name)	1	1
train$Child[train$Age >= 18] <- 0	1	1
"Titanic_data_preprocess=preProcess(Titanic_data[,c(""PassengerId"",""Age"",""SibSp"",""Parch"",""Fare"")],method=c(""bagImpute""))"	1	1
testset[which(is.na(testset$Fare)),]	1	1
roc_RF_ubal <- roc(val_m$Survived, as.numeric(p_RF_ubal)-1)	1	1
aggregate(train[,2], list(train[,5]), mean)	1	1
train.mice[, Age := round(exp(log.Age), 2)]	1	1
summary(lrm)	1	1
summarize(AvAge = round(mean(Age),0))	1	1
full$Cabin<-NULL	1	1
"full$Age, freq = F, main=""Age: Original Data"","	1	1
"lda.diag[, c(""name"") := NULL]"	1	1
"left_join(avFareTest,by = c(""Pclass"" = ""Pclass"",""Embarked"" = ""Embarked"")) %>%"	1	1
output[, nrounds := doe$nrounds[i]]	1	1
data_test$Pclass <- as.factor(data_test$Pclass)	1	1
f.cabin = substr(allData$Cabin,0,1)[1:891]	1	1
separate(col = Name,into = c('A','B'), sep = ',') %>%	1	1
my_df$Age <- mice_corr$Age	1	1
HO_idx <- sample(seq_len(nrow(trn_raw)), size = floor(0.2 * nrow(trn_raw)))	1	1
tot$Title[tot$Title %in% c('Don', 'Capt', 'Col', 'Dr', 'Major', 'Master', 'Rev', 'Sir', 'Jonkheer')]<-'Mr'	1	1
scale_x_continuous(breaks=c(1:90)) +	1	1
temp<-data.frame(table(combine$embarked.fill))	1	1
apply(DstTest,2,pMiss)	1	1
summary(balanced_train)	1	1
table(trn_m$HasCabin,trn_m$Survived)	1	1
full[-ind,]	1	1
pen.diag = foreach(i = 1:nrow(doe)) %do%	1	1
test$istest<-TRUE	1	1
test_data$Fare[ib] <- median(train_data$Fare,na.rm=TRUE)	1	1
train_tbl_with_age_by_Sex_Age_Survived <- group_by(filter(train_tbl_with_age, Survived ==1), Sex, Age_Bin, Age_Bin_Order)	1	1
length(train_child[which(train_child == 1)])/length(train_child)	1	1
data.frame(sapply(train,check.missing))	1	1
full$Pclass<-as.ordered(full$Pclass)	1	1
"mice_corr <- mice(my_df[c(""Sex"",""Age"")],m=5,maxit=50,meth='pmm',seed=500)"	1	1
table(Sex)	1	1
trainset$Agegroup <- factor(trainset$Embarked, exclude=NULL)	1	1
full_data$familysize = full_data$SibSp + full_data$Parch + 1	1	1
"full$Title[full$Title == ""Mlle""]  <- ""Miss"""	1	1
test[is.na(test)] <- median(test$Age, na.rm = TRUE)	1	1
data$FamilySize <- as.factor(data$FamilySize)	1	1
whole.data[whole.data$Fare>=0 & whole.data$Fare<8, 'FareBin'] <- '1'	1	1
grid.arrange(p1, p2, p3, p4, ncol=2, nrow=2)	1	1
titanic.test$TrainSet <- FALSE	1	1
DstTrainClean$TitleType <- ifelse(DstTrainClean$Title %in% Passenger.woman, 'Passenger.woman',DstTrainClean$TitleType)	1	1
"levels(data_train$Pclass) <- c(""Alta"", ""Média"", ""Baixa"")"	1	1
if(missing(cex.cor)) cex.cor <- 0.8/strwidth(txt)	1	1
mod.in$model.list$variables	1	1
data  <- bind_rows(train,test)	1	1
fullComb$Name <- as.character(fullComb$Name)	1	1
"member[member$from!=member$to,] #remove ""from"" ""to"" same value row #data"	1	1
trn_raw[HO_idx,]	1	1
train$id <- sample(1:k, nrow(train), replace = TRUE)	1	1
train.nn[, as.character(min.max$variable) := NULL]	1	1
df_combined$Title[df_combined$Title == 'Ms'] <- 'Miss'	1	1
survived_all <- filter(train_tbl, Survived == 1)	1	1
aggregate(Survived ~ Fare2 + Pclass + Sex, data=titanic2, FUN=function(x) {sum(x)/length(x)})	1	1
"mr<-test[grep(""Mr"",Name),mean(Age,na.rm=T)]"	1	1
knn_test$Sex <- factor(knn_test$Sex, labels = c('0','1'))	1	1
"test$Cabin[which(test$Cabin=="""")]<-0"	1	1
train2[,1]	1	1
missing_train[apply(missing_train, 1, function(row) {any(row > 10)}),]	1	1
"mrage<-mean(test$Age[which(test$Name==""Mr."")],trim=.5,na.rm=TRUE)"	1	1
train$Ticket_Num2[train$Ticket_Num <= 30000] = 3	1	1
"title <- ifelse(title == ""Mlle"", ""Miss"", title)"	1	1
"nn.diag[, c(""layers"", ""nodes"", ""prop"") := NULL]"	1	1
tmp[tmp$`Actual Outcome`== 0,]$`Actual Outcome` <- 'Died'	1	1
cat('Optimal Number of Trees: ', ntree)	1	1
"split.names <- data.frame(""Title"" = names.title, ""First"" = names.first, ""Last"" = names.last)"	1	1
"names(Pred)[2]<-""Survived"""	1	1
"fullComb$FamilyID <- paste(as.character(fullComb$FamilySize), fullComb$Surname, sep="""")"	1	1
fullComb$Title[fullComb$Title %in% c('Mme', 'Mlle')] <- 'Mlle'	1	1
"d.all[is.na(Embarked),""Embarked""] <- ""S"""	1	1
factor_vars <- c('Pclass','SibSp','Parch','FamilySize')	1	1
round(prop.table(table(train2$Survived)),2)	1	1
summary(log_model)	1	1
data$Age[NAindex[i]] <- age.NA.solved[i]	1	1
trainrows <- sample(c(T,F), totalrows, replace = T, prob = c(0.8, 0.2))	1	1
fulldata <- (transform(fulldata, Groupticket = match(Ticket, unique(Ticket))))	1	1
data$Title[data$Title == 'Mlle']<- 'Miss'	1	1
combi$Child[combi$Age < 18] <- '1'	1	1
as.numeric(cm_LR_bal$overall[1]), # Accuracy	1	1
full$ThirdClass<-as.logical(full$Pclass==3)	1	1
"disc_var = c(""Pclass"", ""Sex"", ""Embarked"", ""HasCabin"", ""HasFamily"", ""Age_Bin"")"	1	1
combi$Cabin[combi$Cabin %in% c('D')] <- 'D'	1	1
val_m[is.na(val_m$Age_comp_FM),c('Age_comp_FM')] = fill_Age_mean	1	1
train$Sex == 'male',	1	1
"relative2 <- data.frame(test_member[i,""PassengerId""], test_member[i,""Ticket""],survive)"	1	1
full$Age<-Hmisc::impute(full$Age,mean)	1	1
which(is.na(combi$Sex))	1	1
"colnames(out)=c(""PassengerId"", ""Survived"")"	1	1
full$IsChild <- factor(full$IsChild)	1	1
combined[combined$Pclass == '3' & combined$Embarked == 'S', ],	1	1
filter(!is.na(Cabin_Deck)) %>%	1	1
train$FamilySize <- train$SibSp + train$Parch + 1	1	1
"full$IsChild <- ""Adult"""	1	1
full$Fare[1044] <- median(full$Fare, na.rm = TRUE)	1	1
print('Proportion Table: TRUE = Cabin/Deck is missing  X  Survived = 1 if survived')	1	1
print(top.run1)	1	1
Titanic_data$Name=as.character(Titanic_data$Name)	1	1
dummyData.df <- data.frame(predict(dummyTrnsfrm, newdata = combined.df))	1	1
all$Title <- as.factor(all$Title)	1	1
allData$SibSp + allData$Parch	1	1
output[, prop := doe$prop[i]]	1	1
"full[full$title %in% noble, ]$title <- ""noble"""	1	1
df$age_missing <- 0	1	1
"p <- predict(model, newdata=subset(test,select=c(2,3,4,5,6,7,8)), type=""response"")"	1	1
colnames(dd) <-  c('floor', 'died', 'survived')	1	1
combined$Title[combined$Title == 'Ms']          <- 'Miss'	1	1
full$Agebefore = full$Age	1	1
final.data <- data.frame(PassengerId = test.data$PassengerId, Survived = test.data$SurvivedRandom)	1	1
Titanic_data_preprocess$method	1	1
"fea$TicketPrefix[sapply(strsplit(as.character(train$Ticket), "" ""), length) == 1] <- """""	1	1
column <- as.name(column)	1	1
"if(MT1 == ""TRUE""){print(""The Train data set has missing values"")}"	1	1
full$title <- as.factor(full$title)	1	1
df_combined$Parent <- 'Not Parent'	1	1
"combine$total.relative.range<-ifelse(combine$total.relative==0,""NO_RELATIVE"",ifelse(combine$total.relative<=as.numeric(quantile(combine[combine$total.relative>0,]$total.relative)[2]),""SMALL_FAMILY"",ifelse(combine$total.relative<=as.numeric(quantile(combine[combine$total.relative>0,]$total.relative)[3]),""SMALL-MODERATE_FAMILY"",ifelse(combine$total.relative<=as.numeric(quantile(combine[combine$total.relative>0,]$total.relative)[4]),""MODERATE-BIG_FAMILY"",ifelse(combine$total.relative<=as.numeric(quantile(combine[combine$total.relative>0,]$total.relative)[5]),""BIG_FAMILY"")))))"	1	1
df$logfare=log(df$Fare)	1	1
lapply(df_combined[cols], nlevels)	1	1
summarise(filter(test_tbl), Total = n())	1	1
names(df_combined[,cats])	1	1
model <- randomForest(as.factor(Survived) ~ Pclass + Sex + Age + SibSp + Parch + Fare + Embarked + Title,data=train_titanic, importance=TRUE, ntree=2000)	1	1
train_data$Age[train_data$Survived == 0]	1	1
df$Sex <- as.factor(df$Sex)	1	1
fullComb[892:1309,]	1	1
dplyr::summarise(avgAge = mean(Age), count = n())	1	1
dim(train1)	1	1
"full[full$title == ""Mme"" | full$title == ""Ms"", ]$title <- ""Mrs"""	1	1
whole.data[whole.data$Fare>=8 & whole.data$Fare<15, 'FareBin'] <- '2'	1	1
combined$Status  <- factor(combined$Status)	1	1
dim(traindata)	1	1
"mast <- data.combined[which(data.combined$title == ""Master.""),]"	1	1
"mice_output$Age, freq=F, main=""Age:Mice Output"","	1	1
train%>%group_by(Sex)%>%count()->freq;	1	1
dt<-table(train$Survived,train$Embarked)	1	1
my_df$Title <- stringr::str_replace_all(my_df$Name,'(.*,)|(\\..*)', '')	1	1
submission$Survived = as.data.frame(h2o.predict(model_rf,test.hex))[,1]	1	1
"rare_title <- c(""Dona"", ""Lady"", ""the Countess"", ""Capt"", ""Col"", ""Don"", ""Dr"", ""Major"", ""Rev"", ""Sir"", ""Jonkheer"")"	1	1
"full[-ind,]%>%filter(Pclass==3,Sex==""male"",Age>=30,Embarked==""S"")%>%summarise(mean(Fare))"	1	1
"freq<-combine[,c(""Pclass"",""Fare"")]"	1	1
Title = ifelse(Title%in%c('Dr.', 'Master.', 'Miss.', 'Mr.', 'Mrs.', 'Rev.'), Title, 'Other')	1	1
solution <- data.frame(PassengerID = test$PassengerId, Survived = test$Survived)	1	1
test_titanic$Survived <- NA	1	1
"val_m$HasCabin <- factor(ifelse(val_m$Cabin == """", c(0), c(1)))"	1	1
mice_mod <- mice(combi[, !names(combi) %in% c('PassengerId','Name','Ticket','Cabin','FamilySize','Surname','Survived', 'Fare', 'Child')], method='rf')	1	1
testsetCopy <- rbind(testsetCopy, as.data.frame(testset[c('Survived')]))	1	1
summary(full_df)	1	1
vnames <- vnames[c(2,4,5,7)]	1	1
data.frame(PassengerId,Survived) -> Predicted_Results	1	1
"paste(""Accuracy : "",Accuracy)"	1	1
submit <- data.frame(PassengerId = test_titanic$PassengerId, Survived = Prediction)	1	1
test[Gender==i & Pclass==j & is.na(Age),Age:=median_ages[i,j]]	1	1
sum(Titanic_train$Pclass == 'Lower' & Titanic_train$Survived == 1) / sum(Titanic_train$Pclass == 'Lower')	1	1
"shrinkage=c(0.01,0.1),		# Try 2 values for learning rate"	1	1
out.ls<-data.frame(wts,row.nms)	1	1
"data$Sector[data$Sector==""""] <- NA"	1	1
full[!is.na(full$Age), ],	1	1
test$Name <- as.character(test$Name)	1	1
train[, Age := train.mice$Age]	1	1
"my.train.data$Cabin <- ifelse(is.na(my.train.data$Cabin), ""NA"", my.train.data$Cabin)"	1	1
titanic$Age[is.na(titanic$Age)] <- predict(Agefit, titanic[is.na(titanic$Age),])	1	1
sum(resultSet$Act == resultSet$Pred) / nrow(resultSet)	1	1
"DT = data.table(melt(svm.diag, id.vars = c(""stat"", ""gamma"", ""nu"", ""mod"")))"	1	1
combined$Title <- gsub('(.*, )|(\\..*)', '', combined$Name)	1	1
prop.table(table(train$Sex,train$Survived),1)	1	1
val_m$Age_comp_FM = val_m$Age	1	1
"DT = data.table(melt(mods.diag, id.vars = c(""stat"", ""mod"")))"	1	1
"vertex.color=c(""gray50"", ""gold"",""green"")[V(net)$Survived],"	1	1
by_Sex_Age_Total <- summarise(train_tbl_with_age_by_Sex_Age_Total, Total = n())	1	1
data.type = sapply(1:ncol(dat), function(i) class(dat[,i]))	1	1
ib <- which(is.na(test_data$Age))	1	1
numericSubset[!is.na(numericSubset$Age),]	1	1
full[Category %in% c('train', 'cv'), RfSurvived := predict(rf_mdl, full[Category %in% c('train', 'cv')], na.action=na.pass)]	1	1
train_df_$Ticket <- as.character(train_df_$Ticket)	1	1
"train[Cabin == ""T"", Cabin := NA]"	1	1
Chi = Chi[with(Chi, order(pvalue,var_name,val)), ]	1	1
combined.df$Name <- as.character(combined.df$Name)  # adjust for string split	1	1
combi$Cabin[combi$Cabin %in% c('B')] <- 'B'	1	1
test$Fare[is.na(test$Fare)] <- median(train$Fare)	1	1
aggregate(tot$Fare, by=list(tot$Pclass), FUN=mean, na.rm=TRUE)	1	1
summary(fit)   #detailed results including surrogate splits	1	1
table(data$Sector)	1	1
train_1 <- data.frame(train$Pclass, train$Sex, train$Age, train$SibSp, train$Parch, train$Fare, train$Embarked)	1	1
test[i,5] <- 28	1	1
df_combined$Fare[1044] <- median(df_combined[df_combined$Pclass == '3' & df_combined$Embarked == 'S', ]$Fare, na.rm = TRUE)	1	1
"dataset <- c(""train"", ""test"")"	1	1
"if(length(new.packages)) install.packages(new.packages,repos=""http://cran.r-project.org"")"	1	1
tab <- table(x)	1	1
"rf.diag[, mod := rep(""rf"", nrow(rf.diag))]"	1	1
mergedData$surname <- NULL	1	1
second_class_test <- filter(test, Pclass == 2)	1	1
"mods.list = list(""log"" = log.list)"	1	1
other <- c('Dr', 'Rev')	1	1
ttrain$Survived <- as.factor(ttrain$Survived)	1	1
select('A2')	1	1
train$Embarked[train$Embarked=='']=sample(train$Embarked[train$Embarked!=''],2)	1	1
trClean1$Embarked[nchar(as.character(trClean1$Embarked)) == 0] <- colnames(emb_pred)[apply(emb_pred, 1, which.max)]	1	1
full[Category == 'cv', sum(RpartSurvived2 == Survived)/length(Survived)]	1	1
whole.data[whole.data$Fare>=31, 'FareBin'] <- '4'	1	1
full[Category %in% c('train', 'cv'), SvmSurvived := predict(svm_mdl, full[Category  %in% c('train', 'cv')], na.action=na.pass)]	1	1
table(surv_test_logi$Survived)	1	1
predicted_output$Age, freq=F, main='Age: MICE Output',	1	1
tuneGrid = data.frame(mtry = c(2, 5, 8, 10, 15)),	1	1
combi$Mother <- factor(combi$Mother)	1	1
train_clean[ind,]	1	1
data$Title[data$Title == 'Don'] <- 'Mr'	1	1
finalClusts <- unique(clusts[duplicated(clusts)])	1	1
median_fare[median_fare$Pclass==full[is.na(full$Fare), ]$Pclass ,]$medians	1	1
train.nn[, rescale.SibSp.2 := rescale(SibSp.2, to = c(0, 1))]	1	1
filter(Age >= 0)	1	1
mutate(Age = ifelse(is.na(Age), avgAge, Age)) %>%	1	1
test[i,5] <- 24	1	1
"t.test <- sapply(t.test, function(x) {ifelse(x == """", NA, x)}, simplify = FALSE)"	1	1
t(train_na[train_na>0]) #Print values greater than 0	1	1
first_class <- filter(train, Pclass == 1)	1	1
data[NAindex,]	1	1
table(trn_m$Pclass, trn_m$Survived)	1	1
ran_ticket <- unique(ran_ticket$Ticket)	1	1
explanation <- explain(test[5:8,], explainer, n_labels = 1, n_features = length(names(test)))	1	1
predicted_survival <- randomForest(factor(Survived) ~ Pclass + Sex + Age + SibSp + Parch + Fare + Title + Embarked + FamilySize, data = train.data2)	1	1
clnTrn<-as.matrix(clnTrn, sparse = TRUE)	1	1
train$Fare2[train$Fare < 10] <- '<10'	1	1
mergedData$Cabin <- NULL	1	1
as.numeric(cm_NB_ubal$byClass[1]), # Sensitivity	1	1
sum(is.na(bag_pred))	1	1
submit <- data.frame(PassengerId = x$PassengerId, Survived = Prediction)	1	1
mergedData$ticketsCnt <- NULL	1	1
df[tmp[df$title] == TRUE,]$title <- 'Other'	1	1
as.numeric(cm_LR_ubal$byClass[2]), # Specificity	1	1
"a <- nzchar(Cabin); table(a)[""FALSE""]"	1	1
"mice_mod <- mice(full[, !names(full) %in% c(""PassengerId"",""Name"",""Ticket"",""Cabin"",""Family"",""Surname"",""Survived"")], method = ""rf"")"	1	1
val_m$FamilySize = val_m$SibSp + val_m$Parch +1	1	1
fullComb[fullComb$Pclass == '3' & fullComb$Embarked == 'S', ],	1	1
ntbt(ctree, as.factor(survived) ~ .)	1	1
"database_output <- read.csv(""test.csv"", na.strings = c(""""))"	1	1
"test[, Cabin := factor(gsub("" "", """", Cabin))]"	1	1
df[-idx,]	1	1
options(digits = 3)	1	1
train$parentyn[which(train[,8]>0)]<-1	1	1
full$familySize <- full$SibSp + full$Parch + 1	1	1
combi$Cabin[combi$Cabin %in% c('E')] <- 'E'	1	1
columns.to.remove <- c('Name', 'Cabin', 'Ticket')	1	1
levels(train1$Pclass)	1	1
data.frame(target,pred)->accuracy_tab	1	1
combined$Age, freq=F, main='Age: Original Data',	1	1
train_refined=train_refined[,c(1,2,3,5,6,7,8,10)]	1	1
table(my_df$Group, my_df$Survived)	1	1
filter(Age >= 0) %>%	1	1
"missage<-mean(test$Age[which(test$Name==""Miss."")],trim=.5,na.rm=TRUE)"	1	1
full$Title <- gsub('(.*, )|(\\.\\s.*)', '', full$Name)	1	1
"test[grepl(""Ms"",Name) & is.na(Age),Age:=miss]"	1	1
checkCorr$Embarked  <- as.numeric(checkCorr$Embarked)	1	1
knn_test$Mother <- factor(knn_test$Mother, labels = c('0','1'))	1	1
combi$Title[combi$Title %in% c('Mlle', 'Ms')] = 'Miss'	1	1
"test <- df_combined[892:1309,c(""Pclass"",""Sex"",""Age"",""SibSp"",""Parch"",""Fare"",""Embarked"",""Title"",""Family_Member_Count"",""Parent"")]"	1	1
train.mice[, .(PassengerId, Cabin, log.Age, Embarked)]	1	1
prop.table(table(train$Child, train$Survived), 1)	1	1
testSize <- nrow(train) - trainSize	1	1
combined.df$Embarked[is.na(combined.df$Embarked)] <- 'S'	1	1
"(which(is.na(train$Embarked == """")))"	1	1
summary(testData)	1	1
train.data2$Title <- factor(train.data2$Title)	1	1
data_train$PassengerId <- NULL	1	1
train_refined[1:625,]	1	1
"data.imp=cbind(data[,c(""PassengerId"", ""Survived"",""Name"", ""Ticket"",""Cabin"")], data.mice)"	1	1
train$farediv[which(train[,10]>20)]<-2	1	1
Titanic_data$Title[Titanic_data$Title=='Major']='Mr'	1	1
mice_corr$Age, freq=F, main='Age: MICE imputation',	1	1
sum(is.na(train$Pclass))	1	1
n_incorrect <- sum(pred_survived != val_df$Survived, na.rm = TRUE)	1	1
hist(train$Age[train$Pclass == 3], breaks = length(unique(train$Age)))	1	1
full$Title	1	1
train_x[, Cabin_Letter := NULL]	1	1
solution <- data.frame(PassengerID = test.raw$PassengerId, Survived = round(p))	1	1
"mod.name = c(""all"", ""trim"")"	1	1
"train$Embarked[c(62, 830)] <- ""S"""	1	1
train$family_size <- train$SibSp + train$Parch + 1	1	1
age_na_rows = which(is.na(age))	1	1
fullComb$Fare[1044] <- median(fullComb$Fare, na.rm=TRUE)	1	1
sapply(test.raw, function(x) length(unique(x)))	1	1
print(SVM_model)	1	1
full$Name	1	1
"fits = lapply(1:length(mods), function(i) as.numeric(attr(predict(mods[[i]], newdata = X, probability = TRUE), ""probabilities"")[,2]))"	1	1
geom_vline(aes(xintercept=median(Fare, na.rm=T)), colour='red', linetype='dashed', lwd=1) +	1	1
full[full$isTrain== FALSE,]	1	1
MissingAge$Title != 'Master', ACabins,	1	1
all <- data.frame(predict(dmy, newdata = all))	1	1
doe$eta[i],	1	1
median(thirdclass$Fare , na.rm = TRUE)	1	1
mean(age.data$Age[age.data$FamSize==3]),	1	1
split.screen(c(1,2))	1	1
full$Embarked <- as.factor(full$Embarked)	1	1
cTest$Sex <- as.factor(cTest$Sex)	1	1
doe[layers == 1, prop := 1]	1	1
test$Survived <- predict(rf_model, test)	1	1
d <- train %>% select(Age, Survived) %>% filter(!is.na(Age))	1	1
levels(full_data$Survived) <- make.names(levels(factor(full_data$Survived)))	1	1
levels(test_data_set$family) <- levels(new_train$family)	1	1
train$Age,	1	1
Exit[6] <-  sum(is.na(VECTOR))	1	1
print(ls())	1	1
knn_train$Child <- factor(knn_train$Child, labels = c('0','1'))	1	1
train.nn[, Survived := as.numeric(as.character(Survived))]	1	1
levels(test$title)	1	1
testdata$Survived=NA	1	1
"CleanTotal$lFare > 2.068, ""Med"", ""Low"""	1	1
filter(combined, is.na(Fare))	1	1
